"id","type_id","division_id","label","description","start_date","end_date","add_user_id","add_date","is_active","is_allow_lead_modification"
"234","33","","DTM Inbound Call","inbounds DTM // callrail","2024-2-12","0000-0-0","180655464","2024-2-12 15:31:59","1","0"
"235","32","","Audience Signal Roofing","Svitlana // &#1044;&#1086;&#1084;&#1086;&#1075;&#1086;&#1089;&#1087;&#1086;&#1076;&#1072;&#1088;&#1089;&#1090;&#1074;&#1086; (Domohospodarstvo)
13% rev share","2024-2-14","0000-0-0","180655464","2024-2-14 09:59:48","0","0"
"236","4","","Core DM","marketing team direct mail efforts","2024-2-21","0000-0-0","180655464","2024-2-21 09:19:37","1","0"
"237","37","","IntelHouse Gutters","snow // ih gut","2024-2-21","0000-0-0","180655464","2024-2-21 15:11:50","0","0"
"238","10","","(HGS) Moneypenny's Home Show","","2024-3-1","2024-3-3","40506512","2024-3-4 09:55:49","1","1"
"239","7","","Bird Dog Media Roofing","bdm roof","2024-3-5","2099-12-31","180655464","2024-3-5 13:21:28","0","0"
"240","7","","BWing Roofing","Florie Korani <florie@bluewingads.com>,
Ryan Deonier <ryan@bluewingads.com>","2024-3-6","2999-12-31","180655464","2024-3-6 14:18:57","0","0"
"241","10","","Other","Backup source for the Home Show Form in SalesRabbit","2024-3-1","2030-3-23","146807040","2024-3-18 11:32:27","0","0"
"242","36","","RGR Roofing","RGR","2024-3-20","2999-12-30","180655464","2024-3-20 15:13:06","1","0"
"243","9","","LLSX Transfer Calls","LLS/Bente","2024-3-20","2999-12-30","180655464","2024-3-20 15:14:07","1","0"
"244","34","","BA Home Guru Gutters","","2024-3-20","2999-12-30","180655464","2024-3-20 15:16:13","0","0"
"245","34","","BA Home Guru Roofing","","2024-3-20","2999-12-30","180655464","2024-3-20 15:17:18","0","0"
"246","34","","BA Home Guru Siding","","2024-3-20","2999-12-30","180655464","2024-3-20 15:17:55","0","0"
"247","32","","HiHome Rev Share D2","10% rev share SJC","2024-3-22","2999-12-31","180655464","2024-3-22 15:17:56","0","0"
"248","35","","Buyerlink Roofing D24","new BL roof campaign","2024-4-5","2999-12-31","180655464","2024-4-5 11:33:05","0","0"
"249","7","","Cognitive 90 DL","$90 ppl COGN","2024-4-8","2999-12-31","180655464","2024-4-8 15:12:39","0","0"
"250","7","","Drive MP Roofing","justin bayat","2024-4-19","2999-12-31","180655464","2024-4-19 09:00:21","1","0"
"251","36","","RGR Windows","rgr win","2024-4-24","2999-12-31","180655464","2024-4-24 11:25:43","1","0"
"252","7","","L2P Roofing","lead2prospect","2024-4-25","2999-12-31","180655464","2024-4-25 09:50:52","0","0"
"253","9","","BBB Call","better business bureau","2024-4-25","2999-12-31","180655464","2024-4-25 09:52:27","1","0"
"254","7","","Pushnami Digital","dollar leads","2024-4-25","2999-12-31","180655464","2024-4-25 09:54:26","0","0"
"255","9","","James Hardie Siding Referral","james hardie siding inbounds // ","2024-5-2","2999-12-31","180655464","2024-5-2 11:43:49","1","0"
"256","9","","McGraw Service Call","Chip McGraw // McGRP","2024-5-3","2999-12-31","180655464","2024-5-3 09:34:40","0","0"
"257","34","","BA Home Guru Web Leads","250 per","2024-5-8","2999-12-31","180655464","2024-5-8 13:01:35","0","0"
"258","18","","MRG (Home Mag)","","2024-5-28","2999-12-31","180655464","2024-5-28 08:34:21","1","0"
"259","41","","CNL Home Appts Roofing","CNL Solutions dba Home Appointments // Sarah Spinetto","2024-6-3","2999-12-31","180655464","2024-6-3 11:16:09","1","0"
"260","7","","Drive MP Roofing Repair","drive repairs","2024-6-11","2999-12-31","180655464","2024-6-11 13:11:49","1","0"
"261","32","","Zone1 Hybrid Leads","10/10%","2024-6-12","2999-12-29","180655464","2024-6-12 15:21:02","0","0"
"262","7","","LLS Digital Roofing","llsd/bente digital","2024-6-26","2999-12-31","180655464","2024-6-26 15:32:38","0","0"
"263","16","","Get The Referral","","2024-7-11","2999-12-31","353222124","2024-7-11 15:55:51","1","0"
"264","16","","FullThrottle Digital","","2024-7-11","2999-12-31","353222124","2024-7-12 09:00:54","1","0"
"265","4","","FullThrottle Direct Mail","","2024-7-12","2999-12-31","353222124","2024-7-15 06:26:53","1","0"
"266","36","","RGR Siding","","2024-7-17","2999-12-29","180655464","2024-7-17 09:58:11","1","0"
"267","7","","Airo Contractor Appts PPA","pey per appt","2024-7-25","2999-12-29","180655464","2024-7-25 11:20:39","1","0"
"268","38","","MyHomePros Roofing","","2024-8-15","2999-12-31","180655464","2024-8-15 12:28:45","1","0"
"269","9","","MyHomePros Transfers","","2024-8-15","2999-12-31","180655464","2024-8-15 12:29:32","1","0"
"270","9","","Bluefire Transfer","","2024-8-15","2999-12-29","180655464","2024-8-15 12:30:14","0","0"
"271","24","","Roofing Calculator (V24)","2nd attempt with RC/Lockie","2024-8-15","2999-12-29","180655464","2024-8-15 12:31:15","0","0"
"272","37","","IntelHouse Branded","2024 branded campaign","2024-8-15","2999-12-29","180655464","2024-8-15 12:32:25","1","0"
"273","20","","ModernizeQuin Branded","branded digital","2024-8-16","2999-12-29","180655464","2024-8-16 08:13:31","1","0"
"274","9","","ModernizeQuin IBC","branded transfers Mod","2024-8-16","2999-12-29","180655464","2024-8-16 08:18:10","1","0"
"275","32","","Sidekick PPS","15% preset appt","2024-9-24","2999-12-29","180655464","2024-9-24 16:07:08","1","0"
"276","35","","Buyerlink Branded","branded campaign BL","2024-10-7","2999-12-29","180655464","2024-10-7 11:28:20","1","0"
"277","38","","MyHomePros Windows","MHP Windows","2024-10-10","2999-12-29","180655464","2024-10-10 09:58:18","1","0"
"278","38","","MyHomePros Gutters","MHP gutters","2024-10-10","2999-12-29","180655464","2024-10-10 09:59:14","1","0"
"279","9","","CNL Transfer Call","spinetto / CNL xfer","2024-10-29","2999-12-29","180655464","2024-10-29 11:29:39","1","0"
"280","40","","J11T Roofing (PPS)","j11 roofing rev share 13%","2024-12-5","2999-12-29","180655464","2024-12-12 12:49:51","1","0"
"281","7","","MHQ Leads","Maria Vereshchak [POL] maria.vereshchak@homequote.io","2024-12-16","0000-0-0","180655464","2024-12-16 08:26:33","1","0"
"282","7","","DoLead","Sebastian Guevara <sebastian.guevara@dolead.com>","2024-12-16","0000-0-0","180655464","2024-12-16 08:27:37","1","0"
"283","7","","RMG Roofing","Richardson Marketing Group <accounts@richardsonmarketinggroup.net>","2024-12-16","0000-0-0","180655464","2024-12-16 08:28:40","1","0"
"284","40","","J11B Roofing (PPS)","info@j11ditial.com // 13% rev share (alt model)","2024-12-16","0000-0-0","180655464","2024-12-16 08:29:44","1","0"
"285","39","","DTM Metal Roofing","metal","2024-12-20","2999-12-29","180655464","2024-12-20 11:02:09","1","0"
"286","40","","J11T Windows (PPS)","j11 windows","2024-12-20","2999-12-29","180655464","2024-12-20 14:12:52","1","0"
"287","41","","CNL Home Appts Siding","CNL siding","2024-12-20","2999-12-29","180655464","2024-12-20 14:49:42","1","0"
"288","40","","J11B Siding (PPS)","j11 siding camp b","2024-12-20","0000-0-0","180655464","2024-12-20 17:01:51","1","0"
"289","7","","LeadCapture Roofing G","Tim Lee // leadcapture google/bing","2024-12-26","2999-12-29","180655464","2024-12-26 13:14:51","1","0"
"290","7","","LeadCapture Roofing S","Tim Lee // social","2024-12-26","2999-12-29","180655464","2024-12-26 13:16:22","1","0"
"291","9","","LeadCapture CTC G","Tim Lee // CTC google/bing 120sec","2024-12-26","2999-12-29","180655464","2024-12-26 13:17:27","1","0"
"292","9","","LeadCapture CTC S","Tim Lee // social ctc","2024-12-26","2999-12-29","180655464","2024-12-26 13:27:09","1","0"
"293","19","","Home Advisor AUTO (PPL)","non 1:1 tcpa Angi Leads","2025-2-5","2999-12-29","180655464","2025-2-5 10:51:29","1","0"
"294","20","","Modernize Insulation","mod ins","2025-2-14","2999-12-29","180655464","2025-2-14 15:54:48","1","0"
"295","42","","Stone Canyon Roofing","SCR","2025-2-17","","180655464","2025-2-17 19:27:40","1","0"
"296","42","","Stone Canyon Siding","SCS","2025-2-17","","180655464","2025-2-17 19:28:32","1","0"
"297","42","","Stone Canyon Windows","SCW","2025-2-17","","180655464","2025-2-17 19:32:11","1","0"
"298","42","","Stone Canyon Gutters","SCG","2025-2-17","","180655464","2025-2-17 19:33:01","1","0"
"299","41","","CNL Home Appts Gutters","CNL","2025-2-17","","180655464","2025-2-17 19:34:29","1","0"
"300","43","","CTMR Roofing","ctmr r","2025-2-17","","180655464","2025-2-17 19:36:12","1","0"
"301","43","","CTMR Siding","ctmr s","2025-2-17","","180655464","2025-2-17 19:37:06","1","0"
"302","7","","C2AP Roofing","click2appointment r","2025-2-17","","180655464","2025-2-17 19:44:24","1","0"
"303","9","","Siren Transfer Call","3sXF","2025-2-17","","180655464","2025-2-17 19:45:42","1","0"
"304","7","","RMG Siding","RMG Siding","2025-2-20","","180655464","2025-2-20 20:52:02","1","0"
"305","35","","Buyerlink Siding NB","nonbrand siding","2025-2-27","2999-12-29","180655464","2025-2-27 21:50:52","1","0"
